num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status
12,108.0000,0,0,14,0,5,6,24,40,1149930,1,40,64,1,0.60185185,1
10,129.0000,6,0,13,0,4,9,40,40,1149955,1,40,80,1,0.82170543,1
14,26.0000,0,0,12,0,1,3,0,40,1149963,1,40,40,0,0.42307692,2
11,117.0000,3,3,13,0,3,9,60,30,1150037,1,30,90,1,0.67521368,1
10,294.0000,15,2,14,0,3,6,40,40,1150045,1,40,80,0,0.30272109,1
14,41.0000,2,2,11,0,1,4,40,0,1150094,1,0,40,1,0.90243902,1
14,76.0000,9,0,10,0,2,8,0,0,1150151,1,0,0,1,0.75000000,1
14,115.0000,3,6,14,1,5,10,60,70,1150177,1,70,130,0,0.31304348,1
12,56.0000,4,1,15,0,1,5,0,32,1150185,1,32,32,1,0.69642857,1
16,276.0000,4,9,17,1,3,8,50,60,1150243,1,60,110,0,0.38405797,1
12,102.0000,6,13,16,1,2,6,40,16,1150268,1,16,56,0,0.34313725,1
10,135.0000,0,3,12,0,2,6,50,45,1150367,1,45,95,1,0.78518519,1
10,36.0000,3,11,16,0,1,3,0,0,1150375,1,0,0,1,0.83333333,1
4,166.0000,4,2,10,4,2,2,40,11,1150383,1,11,51,1,0.93975904,2
14,233.0000,9,1,16,0,2,5,0,40,1150391,1,40,40,1,0.85407725,1
10,167.0000,0,10,12,1,3,6,45,40,1150433,1,40,85,1,0.59281437,1
6,483.0000,2,0,8,2,3,2,0,0,1150441,1,0,0,1,0.87991718,2
12,41.0000,1,2,12,0,2,8,0,40,1150466,1,40,40,1,0.68292683,1
14,194.0000,7,5,15,1,5,11,50,25,1150516,1,25,75,1,0.57216495,1
10,324.0000,3,2,13,1,3,8,40,40,1150524,1,40,80,0,0.36419753,1
6,38.0000,0,7,10,0,1,3,0,40,1150532,1,40,40,1,0.97368421,1
12,113.0000,0,0,10,1,3,4,30,30,1150565,1,30,60,1,0.82300885,1
8,150.0000,2,0,13,0,4,8,45,40,1150573,1,40,85,0,0.38666667,1
12,201.0000,6,14,14,1,4,8,40,40,1150581,1,40,80,1,0.73631841,1
12,228.0000,9,18,14,0,5,6,40,33,1150615,1,33,73,1,0.74122807,1
12,186.0000,13,0,12,0,4,8,45,30,1150698,1,30,75,1,0.90322581,1
7,244.0000,1,8,1,1,2,1,0,20,1150722,1,20,20,0,0.47950820,1
16,128.0000,12,3,19,0,3,7,60,0,1150797,1,0,60,1,0.67968750,1
12,137.0000,0,2,18,0,3,14,40,0,1150862,1,0,40,1,0.89051095,1
7,44.0000,2,0,16,2,2,6,0,36,1151001,1,36,36,1,0.56818182,2
10,79.0000,0,0,6,0,3,2,0,0,1151019,1,0,0,1,0.82278481,1
12,81.0000,6,0,10,0,1,5,0,26,1151043,1,26,26,1,0.70370370,3
14,1472.0000,10,1,16,1,2,14,40,40,1151050,1,40,80,1,0.90896739,1
4,28.0000,4,1,6,0,1,5,0,0,1151084,1,0,0,1,0.67857143,2
14,164.0000,0,7,17,2,4,7,50,6,1151092,1,6,56,1,0.60365854,1
10,113.0000,0,2,15,1,4,10,48,46,1151118,1,46,94,1,0.96460177,1
14,167.0000,0,0,15,2,4,8,55,0,1151142,1,0,55,1,0.62874251,1
10,78.0000,4,1,16,0,2,5,0,0,1151225,1,0,0,1,0.53846154,1
12,46.0000,0,8,13,1,2,6,40,0,1151290,1,0,40,1,0.52173913,1
12,195.0000,7,13,14,0,2,6,0,0,1151340,1,0,0,1,0.61025641,1
8,246.0000,7,10,10,0,2,11,0,0,1151381,1,0,0,1,0.76016260,1
14,279.0000,12,2,15,1,4,4,40,40,1151498,1,40,80,0,0.25448029,1
14,54.0000,0,1,12,0,6,7,50,52,1151514,1,52,102,0,0.40740741,1
12,274.0000,8,5,14,0,2,6,0,0,1151522,1,0,0,1,0.68248175,1
16,122.0000,0,2,18,0,2,8,50,40,1151555,1,40,90,1,0.60655738,1
10,379.0000,0,0,8,0,4,5,45,40,1151563,1,40,85,1,0.73087071,1
10,66.0000,0,1,10,1,3,6,32,50,1151670,1,50,82,1,0.59090909,1
12,48.0000,4,7,17,1,2,11,0,40,1151688,1,40,40,1,0.72916667,1
14,235.0000,6,1,10,0,2,5,10,42,1151712,1,42,52,1,0.88510638,3
10,136.0000,0,0,17,1,2,5,45,30,1151746,1,30,75,1,0.72058824,2
12,130.0000,12,8,14,0,2,5,0,0,1151860,1,0,0,1,0.88461538,1
16,315.0000,10,15,17,1,4,10,50,40,1151894,1,40,90,1,0.55238095,1
10,211.0000,6,3,12,4,6,4,0,37,1151902,1,37,37,0,0.49763033,2
10,36.0000,0,0,9,1,4,3,40,10,1151928,1,10,50,1,0.83333333,1
10,71.0000,0,1,14,0,5,9,45,0,1151969,1,0,45,1,0.80281690,1
12,301.0000,1,4,15,1,5,9,40,40,1151977,1,40,80,1,0.62790698,1
11,365.0000,6,4,13,0,5,6,55,30,1152082,1,30,85,0,0.42465753,1
9,87.0000,0,2,12,0,4,9,45,45,1152116,1,45,90,0,0.28735632,1
12,83.0000,2,2,16,0,4,6,50,0,1152132,1,0,50,1,0.96385542,1
10,125.0000,10,0,15,0,4,7,50,40,1152140,1,40,90,0,0.36000000,1
12,175.0000,0,7,13,0,4,12,50,45,1152173,1,45,95,0,0.23428571,1
10,185.0000,9,10,18,0,2,5,24,40,1152199,1,40,64,1,0.76216216,1
8,87.0000,0,1,13,0,1,2,0,0,1152256,1,0,0,1,0.79310345,1
12,16.0000,7,3,15,0,2,12,50,50,1152280,1,50,100,0,0.43750000,1
6,96.0000,0,0,12,1,1,2,0,19,1152314,1,19,19,1,0.68750000,1
10,163.0000,2,0,15,0,4,9,40,38,1152322,1,38,78,1,0.53987730,1
14,723.0000,15,30,21,1,5,7,45,20,1152355,1,20,65,1,0.70401107,1
12,106.0000,0,0,17,3,4,10,45,0,1152397,1,0,45,1,0.82075472,1
8,69.0000,0,0,12,1,2,9,50,40,1152496,1,40,90,1,0.52173913,1
8,88.0000,30,14,10,3,1,3,0,46,1152553,1,46,46,1,0.78409091,1
12,117.0000,1,3,15,3,5,3,50,25,1152561,1,25,75,1,0.79487179,1
6,97.0000,11,1,12,0,2,2,0,0,1152587,1,0,0,1,0.89690722,1
8,53.0000,0,0,12,0,4,7,40,40,1152611,1,40,80,1,0.62264151,1
10,292.0000,4,1,15,0,4,6,60,25,1152652,1,25,85,1,0.82876712,1
13,212.0000,0,11,13,1,3,5,40,0,1152694,1,0,40,1,0.71226415,1
11,45.0000,0,5,16,1,4,4,40,0,1152744,1,0,40,0,0.44444444,1
8,93.0000,0,6,16,0,2,5,40,40,1152850,1,40,80,0,0.41935484,1
8,138.0000,3,1,14,0,4,7,50,0,1152876,1,0,50,1,0.78260870,1
10,187.0000,4,0,14,0,7,7,52,48,1152926,1,48,100,0,0.47058824,1
14,48.0000,0,1,13,1,4,6,40,5,1152942,1,5,45,0,0.25000000,1
12,94.0000,6,3,10,0,2,5,0,0,1153007,1,0,0,1,0.61702128,1
8,149.0000,5,1,16,2,4,5,40,0,1153023,1,0,40,1,0.74496644,1
15,190.0000,0,0,20,1,4,10,50,40,1153106,1,40,90,1,0.68421053,1
12,155.0000,2,0,11,1,4,9,45,32,1153213,1,32,77,0,0.30322581,1
10,204.0000,7,10,14,0,4,8,40,20,1153239,1,20,60,1,0.71568627,1
10,73.0000,0,0,15,0,4,8,40,36,1153270,1,36,76,1,0.50684932,1
10,78.0000,6,4,12,0,2,5,40,0,1153304,1,0,40,1,0.71794872,1
11,63.0000,2,0,17,0,3,5,0,40,1153379,1,40,40,0,0.49206349,1
13,27.0000,2,0,10,0,2,4,0,0,1153387,1,0,0,1,0.66666667,1
10,47.0000,0,0,15,0,2,9,0,40,1153395,1,40,40,0,0.10638298,1
12,338.0000,3,4,19,1,4,10,40,40,1153502,1,40,80,1,0.55917160,1
12,96.0000,12,0,6,0,2,6,0,0,1153510,1,0,0,1,1.00000000,1
4,75.0000,7,0,8,0,2,3,0,40,1153536,1,40,40,0,0.40000000,1
2,150.0000,7,10,6,1,2,4,70,40,1153569,1,40,110,1,0.60666667,1
10,105.0000,0,0,11,3,3,3,0,45,1153635,1,45,45,1,0.67619048,1
6,181.0000,0,2,10,0,6,5,40,30,1153684,1,30,70,1,0.72928177,1
10,5.0000,0,2,10,0,1,6,0,40,1153692,1,40,40,0,0.20000000,1
10,90.0000,0,3,11,2,3,6,45,40,1153718,1,40,85,1,0.90000000,2
10,319.0000,2,1,12,1,6,9,45,0,1153726,1,0,45,1,0.56426332,1
10,42.0000,0,0,12,0,1,5,40,0,1153734,1,0,40,0,0.38095238,2
10,268.0000,7,0,14,1,4,7,40,40,1153742,1,40,80,1,0.62686567,1
8,144.0000,0,0,12,3,2,6,50,12,1153783,1,12,62,0,0.31944444,1
10,221.0000,0,1,14,2,4,5,60,30,1153791,1,30,90,1,0.95927602,2
16,173.0000,1,0,14,0,4,10,50,21,1153916,1,21,71,1,0.65317919,1
12,167.0000,0,0,20,1,3,10,40,0,1153932,1,0,40,1,0.98802395,1
10,90.0000,7,15,8,1,3,6,40,40,1153981,1,40,80,1,0.77777778,1
12,343.0000,22,31,6,0,1,7,0,45,1154047,1,45,45,1,0.78134111,1
12,85.0000,0,2,13,0,4,11,48,40,1154062,1,40,88,0,0.31764706,1
12,121.0000,15,0,12,1,4,5,0,48,1154088,1,48,48,1,0.93388430,1
12,268.0000,1,1,19,0,4,10,40,0,1154104,1,0,40,1,0.74253731,1
12,244.0000,0,0,18,0,6,8,45,40,1154161,1,40,85,1,0.79918033,1
12,226.0000,23,3,16,0,6,4,40,0,1154203,1,0,40,1,0.75221239,1
11,175.0000,2,10,16,1,2,8,0,0,1154245,1,0,0,1,0.77714286,1
12,258.0000,6,0,14,2,3,10,60,40,1154302,1,40,100,0,0.45736434,1
9,57.0000,0,13,17,3,5,4,45,40,1154310,1,40,85,1,0.71929825,1
12,273.0000,17,12,12,0,5,7,40,40,1154336,1,40,80,1,0.60805861,1
16,114.0000,0,0,15,1,2,7,40,40,1154351,1,40,80,1,0.82456140,1
12,51.0000,3,2,11,0,2,5,36,20,1154468,1,20,56,1,0.70588235,1
6,177.0000,3,0,13,0,3,4,20,40,1154500,1,40,60,1,0.68361582,1
12,56.0000,6,0,14,0,2,5,42,24,1154526,1,24,66,1,0.80357143,1
10,263.0000,7,27,13,0,2,4,45,35,1154542,1,35,80,0,0.37262357,1
8,754.0000,2,0,14,1,2,6,0,40,1154559,1,40,40,1,0.75331565,1
12,233.0000,1,7,12,1,4,11,40,42,1154666,1,42,82,0,0.31330472,1
8,82.0000,5,0,13,0,4,7,40,30,1154682,1,30,70,0,0.06097561,1
10,62.0000,0,3,17,0,2,3,0,0,1154708,1,0,0,1,0.87096774,1
10,87.0000,18,1,15,0,6,10,40,40,1154732,1,40,80,1,0.57471264,1
8,34.0000,0,0,8,0,1,1,0,5,1154757,1,5,5,1,0.67647059,1
8,94.0000,2,2,15,0,3,5,20,40,1154807,1,40,60,0,0.48936170,1
10,169.0000,3,10,12,0,5,1,40,0,1154831,1,0,40,1,0.88757396,1
8,122.0000,0,0,15,0,2,9,40,40,1154849,1,40,80,1,0.63114754,1
14,129.0000,0,5,17,0,4,8,45,30,1154864,1,30,75,1,0.61240310,1
14,114.0000,5,7,15,1,4,5,6,10,1154880,1,10,16,0,0.18421053,1
12,98.0000,0,0,17,1,4,10,55,0,1154914,1,0,55,1,0.66326531,1
7,191.0000,1,0,16,1,4,5,0,40,1154948,1,40,40,1,0.73298429,1
12,452.0000,0,10,19,0,6,14,70,10,1154971,1,10,80,1,0.84292035,1
2,22.0000,3,0,4,0,2,2,33,0,1154989,1,0,33,1,0.86363636,1
14,105.0000,0,0,14,1,4,4,40,45,1154997,1,45,85,1,0.57142857,1
6,119.0000,0,1,15,0,2,9,40,36,1155036,1,36,76,1,0.77310924,1
10,83.0000,0,1,19,1,3,9,40,40,1155150,1,40,80,1,0.81927711,1
14,54.0000,4,0,19,1,4,10,50,21,1155242,1,21,71,1,0.72222222,1
14,68.0000,3,1,17,1,2,8,45,40,1155259,1,40,85,0,0.41176471,1
6,73.0000,0,9,16,0,2,5,0,55,1155275,1,55,55,0,0.36986301,2
10,372.0000,3,6,15,1,5,7,50,50,1155317,1,50,100,1,0.59677419,1
10,30.0000,4,4,4,0,1,2,0,0,1155382,1,0,0,1,0.53333333,1
10,117.0000,24,0,8,0,3,6,0,0,1155408,1,0,0,1,0.65811966,1
10,208.0000,4,8,15,1,4,5,20,40,1155473,1,40,60,1,0.57692308,1
10,175.0000,2,0,19,1,2,3,0,0,1155499,1,0,0,1,1.00000000,1
14,112.0000,0,0,17,4,4,11,40,40,1155515,1,40,80,0,0.35714286,1
12,76.0000,0,0,11,0,2,8,0,40,1155531,1,40,40,1,0.73684211,1
12,233.0000,0,0,16,2,3,10,60,45,1155572,1,45,105,1,1.00000000,1
14,69.0000,0,2,16,0,2,8,60,38,1155689,1,38,98,1,0.50724638,1
12,62.0000,0,7,14,0,2,5,5,32,1155705,1,32,37,0,0.50000000,1
10,114.0000,0,0,20,1,4,9,60,45,1155721,1,45,105,1,0.53508772,1
12,132.0000,2,16,18,0,2,9,0,40,1155747,1,40,40,1,0.52272727,1
10,211.0000,2,0,14,1,2,4,10,40,1155770,1,40,50,1,0.79620853,1
2,101.0000,5,0,13,0,2,3,0,58,1155796,1,58,58,0,0.24752475,2
11,128.0000,1,3,16,1,4,6,40,25,1155887,1,25,65,1,0.60156250,1
14,155.0000,6,2,16,0,4,9,50,40,1155895,1,40,90,1,0.54193548,1
11,199.0000,4,0,13,1,4,7,40,20,1155960,1,20,60,1,0.58291457,1
12,183.0000,8,5,15,1,5,9,45,40,1156000,1,40,85,0,0.49180328,1
6,82.0000,0,0,10,0,3,6,40,40,1156042,1,40,80,1,0.64634146,1
12,61.0000,0,0,17,2,2,12,40,40,1156075,1,40,80,1,0.50819672,1
16,300.0000,11,5,18,2,4,6,40,40,1156208,1,40,80,1,0.71333333,1
8,227.0000,2,5,12,0,2,5,0,40,1156430,1,40,40,1,0.58149780,1
12,205.0000,0,0,17,1,2,8,40,40,1156513,1,40,80,1,0.80975610,1
10,85.0000,0,3,16,1,3,14,65,0,1156711,1,0,65,1,0.76470588,1
10,78.0000,3,0,16,1,3,7,40,44,1156737,1,44,84,1,0.70512821,1
10,140.0000,4,0,12,1,4,7,40,25,1156745,1,25,65,1,0.74285714,1
12,63.0000,1,2,20,1,2,10,45,20,1156869,1,20,65,1,0.53968254,1
13,76.0000,0,0,13,1,3,8,55,40,1156877,1,40,95,1,0.69736842,1
12,74.0000,5,0,20,2,5,10,50,40,1157008,1,40,90,1,0.82432432,1
12,73.0000,10,9,8,0,2,5,40,10,1157065,1,10,50,1,0.78082192,2
2,52.0000,0,0,4,0,1,2,0,0,1157214,1,0,0,1,0.78846154,2
13,175.0000,26,0,19,2,4,8,40,0,1157263,1,0,40,1,0.78285714,1
8,137.0000,0,1,10,1,3,10,66,28,1157339,1,28,94,0,0.29197080,1
12,120.0000,2,0,16,0,2,6,30,0,1157354,1,0,30,1,0.70833333,1
5,45.0000,0,6,7,0,2,7,0,0,2100016,2,0,0,1,0.80000000,1
6,175.0000,0,13,9,2,3,4,0,35,2100024,2,35,35,1,0.83428571,1
5,17.0000,0,2,7,0,1,4,0,0,2100057,2,0,0,1,0.82352941,1
6,76.0000,0,11,10,0,2,3,0,0,2100065,2,0,0,1,0.75000000,1
3,122.0000,0,3,7,1,5,4,44,0,2100081,2,0,44,1,0.78688525,1
5,175.0000,0,24,8,1,3,9,45,40,2100107,2,40,85,0,0.49714286,1
5,162.0000,0,10,7,1,2,5,0,0,2100123,2,0,0,1,0.74691358,1
4,65.0000,0,1,6,5,4,5,0,0,2100198,2,0,0,0,0.20000000,1
5,159.0000,0,0,7,0,2,5,0,0,2100271,2,0,0,1,0.78616352,1
4,137.0000,0,8,8,1,3,5,60,45,2100370,2,45,105,0,0.31386861,1
8,35.0000,0,2,11,1,4,9,40,20,2100396,2,20,60,0,0.42857143,1
5,90.0000,0,4,9,1,4,9,40,40,2100404,2,40,80,1,0.74444444,1
5,145.0000,0,17,9,5,3,7,50,40,2100420,2,40,90,0,0.44827586,1
5,41.0000,0,0,8,0,2,9,25,40,2100461,2,40,65,0,0.41463415,1
5,130.0000,0,0,6,0,2,2,0,40,2100479,2,40,40,1,0.68461538,1
5,56.0000,0,8,5,0,2,4,0,0,2100503,2,0,0,1,0.67857143,1
4,26.0000,0,0,8,0,1,5,0,40,2100560,2,40,40,1,0.84615385,1
2,13.0000,0,0,0,2,1,1,0,0,2100594,2,0,0,1,1.00000000,1
5,84.0000,0,3,7,1,2,9,40,4,2100602,2,4,44,1,0.59523810,1
6,49.0000,0,0,6,2,2,3,0,0,2100628,2,0,0,1,0.61224490,1
6,63.0000,0,0,9,8,4,8,50,30,2100636,2,30,80,1,0.82539683,1
6,78.0000,0,0,10,0,3,6,40,30,2100669,2,30,70,0,0.43589744,1
3,107.0000,0,29,7,4,2,6,40,38,2100685,2,38,78,1,0.65420561,1
5,72.0000,0,5,6,1,2,5,0,0,2100693,2,0,0,1,0.56944444,1
4,93.0000,3,29,10,1,5,6,60,0,2100750,2,0,60,1,0.68817204,1
5,106.0000,0,0,9,3,3,5,0,40,2100768,2,40,40,1,0.94339623,1
4,70.0000,0,34,10,0,3,4,43,8,2100800,2,8,51,1,0.81428571,1
6,75.0000,0,2,9,0,2,6,0,35,2100818,2,35,35,1,0.73333333,1
5,206.0000,0,0,7,3,4,7,40,0,2100875,2,0,40,1,0.73786408,1
4,42.0000,0,12,6,0,1,4,41,0,2100883,2,0,41,1,0.90476190,1
4,521.0000,0,0,9,4,2,7,44,24,2100891,2,24,68,1,0.81381958,1
5,93.0000,0,11,4,0,2,8,30,0,2100909,2,0,30,1,0.56989247,1
5,67.0000,0,1,9,3,3,7,60,0,2100925,2,0,60,1,0.88059701,1
5,11.0000,0,4,9,0,2,5,0,46,2100933,2,46,46,1,0.63636364,2
5,122.0000,0,0,8,2,4,8,40,40,2100941,2,40,80,1,0.88524590,1
5,291.0000,0,28,6,0,2,5,0,50,2100974,2,50,50,1,1.00000000,1
3,21.0000,0,0,8,0,2,3,0,40,2100982,2,40,40,1,0.52380952,2
4,53.0000,0,0,10,1,4,4,50,35,2101063,2,35,85,1,0.83018868,1
3,200.0000,0,0,3,1,4,1,0,0,2101121,2,0,0,1,0.60500000,2
4,75.0000,0,4,7,3,3,3,40,0,2101139,2,0,40,1,0.70666667,2
3,68.0000,1,0,5,3,5,4,40,0,2101154,2,0,40,1,0.75000000,2
5,33.0000,0,0,4,0,1,2,0,0,2101188,2,0,0,1,0.90909091,2
4,5.0000,0,0,9,0,1,2,0,35,2101204,2,35,35,1,1.00000000,1
4,123.0000,2,4,8,2,2,5,0,40,2101311,2,40,40,1,0.78048780,1
4,54.0000,0,0,6,2,3,3,40,40,2101352,2,40,80,1,0.77777778,1
3,128.0000,0,6,5,3,5,3,0,10,2101378,2,10,10,1,0.71093750,1
5,180.0000,0,0,8,1,3,12,50,40,2101394,2,40,90,1,0.72222222,1
7,188.0000,0,5,11,3,6,5,40,0,2101428,2,0,40,1,0.93617021,1
5,19.0000,0,0,10,0,5,11,40,40,2101451,2,40,80,1,0.52631579,1
4,81.0000,0,7,8,3,2,7,50,45,2101600,2,45,95,1,0.71604938,1
4,95.0000,0,14,8,1,5,6,25,40,2101733,2,40,65,0,0.23157895,2
6,147.0000,2,8,8,1,4,6,50,0,2101758,2,0,50,1,0.95238095,1
6,13.0000,0,1,7,1,2,10,0,40,2101766,2,40,40,1,0.92307692,1
5,112.0000,0,8,5,3,3,7,40,42,2101782,2,42,82,1,0.54464286,1
6,26.0000,0,0,8,1,4,11,40,40,2101790,2,40,80,0,0.46153846,1
5,98.0000,0,4,7,0,3,9,60,40,2101832,2,40,100,1,0.61224490,1
5,148.0000,0,16,8,0,2,4,0,15,2101840,2,15,15,1,0.74324324,1
5,94.0000,0,19,9,1,2,6,40,0,2101915,2,0,40,1,0.82978723,2
4,248.0000,2,2,8,0,4,10,65,0,2101949,2,0,65,0,0.34677419,1
3,22.0000,0,1,7,0,2,7,0,0,2101956,2,0,0,1,0.72727273,1
7,188.0000,0,6,9,0,2,7,0,0,2101980,2,0,0,1,0.71276596,1
6,26.0000,0,0,11,0,2,5,0,0,2102020,2,0,0,1,0.69230769,1
4,36.0000,0,0,6,0,2,2,0,0,2102046,2,0,0,1,0.97222222,1
3,46.0000,3,19,4,4,1,1,0,30,2102087,2,30,30,1,0.76086957,1
5,33.0000,0,17,8,1,2,11,0,20,2102095,2,20,20,1,0.84848485,1
5,50.0000,2,7,10,0,3,8,65,45,2102129,2,45,110,0,0.32000000,1
4,25.0000,0,1,7,0,2,3,0,0,2102178,2,0,0,1,0.92000000,1
6,139.0000,9,28,9,2,2,2,0,0,2102186,2,0,0,1,0.84172662,1
5,80.0000,0,13,10,1,2,13,60,0,2102228,2,0,60,0,0.43750000,1
3,440.0000,0,2,8,2,4,5,40,40,2102251,2,40,80,1,0.99545455,2
7,151.0000,0,30,9,0,4,9,40,20,2102277,2,20,60,1,0.68874172,1
6,61.0000,1,15,8,1,1,3,0,0,2102285,2,0,0,1,0.75409836,1
6,77.0000,0,0,10,1,2,4,0,0,2102293,2,0,0,1,0.79220779,1
5,121.0000,0,7,8,1,3,8,40,0,2102343,2,0,40,1,0.73553719,1
4,65.0000,0,3,7,0,1,6,0,40,2102350,2,40,40,1,0.67692308,1
6,51.0000,0,1,7,1,2,6,0,0,2102400,2,0,0,1,0.86274510,1
5,120.0000,0,1,9,1,3,9,60,30,2102442,2,30,90,0,0.49166667,1
4,171.0000,0,25,9,0,2,11,30,40,2102459,2,40,70,1,0.50877193,1
3,24.0000,0,1,8,2,4,4,45,0,2102467,2,0,45,0,0.41666667,2
5,49.0000,0,0,9,1,5,6,45,20,2102483,2,20,65,1,0.79591837,1
5,45.0000,0,0,6,0,2,7,40,0,2102525,2,0,40,1,0.53333333,1
6,46.0000,0,0,9,3,3,7,42,35,2102665,2,35,77,1,0.93478261,2
1,31.0000,0,12,7,1,2,5,40,0,2102673,2,0,40,1,0.80645161,1
4,49.0000,0,5,7,1,3,7,42,18,2102715,2,18,60,1,0.79591837,1
5,48.0000,0,0,8,1,2,8,40,44,2102780,2,44,84,1,0.56250000,1
5,230.0000,0,169,7,0,5,7,45,40,2102830,2,40,85,1,0.65217391,3
6,235.0000,0,4,8,0,6,8,50,30,2102913,2,30,80,1,0.85531915,1
4,26.0000,0,2,9,1,1,4,0,0,2102962,2,0,0,1,0.96153846,1
5,122.0000,0,1,7,1,4,6,50,40,2102970,2,40,90,0,0.42622951,1
5,33.0000,0,0,6,1,2,5,0,0,2102988,2,0,0,1,0.81818182,1
5,36.0000,2,6,4,0,2,6,20,0,2103077,2,0,20,1,0.75000000,1
4,4.0000,0,0,4,0,1,5,0,40,2103150,2,40,40,0,0.50000000,1
6,50.0000,0,0,10,1,4,7,50,0,2103200,2,0,50,1,0.60000000,1
3,195.0000,0,33,2,0,2,2,0,0,2103218,2,0,0,1,0.91282051,2
1,16.0000,0,8,6,1,3,3,40,35,2103234,2,35,75,1,0.81250000,2
4,181.0000,0,9,9,2,3,4,60,40,2103242,2,40,100,0,0.40883978,1
5,156.0000,0,24,9,2,2,9,40,40,2103291,2,40,80,1,0.70512821,1
6,183.0000,0,2,11,1,4,6,55,22,2103309,2,22,77,0,0.24043716,1
4,20.0000,0,0,6,1,2,4,40,32,2103325,2,32,72,0,0.35000000,1
4,83.0000,0,4,5,1,3,6,40,0,2103358,2,0,40,1,0.68674699,1
4,31.0000,0,12,9,3,2,8,40,40,2103382,2,40,80,1,0.67741935,1
6,139.0000,0,39,7,4,3,7,50,40,2103390,2,40,90,0,0.41726619,1
7,117.0000,0,2,8,0,2,11,0,0,2103424,2,0,0,1,0.87179487,1
5,54.0000,0,17,7,1,2,4,0,0,2103614,2,0,0,1,0.83333333,1
5,86.0000,0,0,7,0,2,7,34,0,2103721,2,0,34,1,0.76744186,1
4,128.0000,0,32,5,4,3,6,40,0,2103887,2,0,40,1,0.79687500,1
0,117.0000,0,14,0,8,1,1,10,0,2103929,2,0,10,1,0.67521368,2
5,156.0000,2,34,7,1,3,5,40,0,2103978,2,0,40,1,0.56410256,1
5,64.0000,0,0,7,2,5,10,50,0,2103994,2,0,50,1,0.93750000,1
4,57.0000,0,5,3,2,2,2,0,0,2104034,2,0,0,1,0.92982456,1
6,83.0000,0,0,9,2,4,6,50,0,2104067,2,0,50,1,0.80722892,1
4,12.0000,0,0,8,1,1,4,0,40,2104091,2,40,40,0,0.50000000,1
6,54.0000,2,0,5,3,2,3,40,0,2104166,2,0,40,0,0.50000000,1
4,69.0000,0,6,4,0,1,3,0,0,2104174,2,0,0,1,0.52173913,1
3,41.0000,0,0,5,1,1,1,0,40,2104182,2,40,40,1,0.73170732,2
5,133.0000,0,0,7,0,1,4,0,45,2104190,2,45,45,1,0.61654135,1
5,80.0000,0,9,10,2,6,9,40,24,2104273,2,24,64,1,0.58750000,1
5,145.0000,4,26,11,3,3,5,16,29,2104406,2,29,45,1,0.81379310,1
4,307.0000,0,6,9,2,4,7,40,40,2104422,2,40,80,1,0.73941368,1
5,19.0000,0,4,6,1,2,12,45,14,2104547,2,14,59,1,1.00000000,1
6,293.0000,0,8,10,1,5,14,50,0,2104554,2,0,50,1,0.96928328,1
5,65.0000,0,4,7,0,3,5,40,40,2104612,2,40,80,1,0.67692308,2
4,78.0000,0,15,8,0,2,5,45,40,2104620,2,40,85,0,0.43589744,3
6,24.0000,0,0,7,1,1,3,0,0,2104646,2,0,0,1,0.75000000,1
5,85.0000,0,18,8,1,1,5,0,40,2104661,2,40,40,0,0.49411765,1
4,154.0000,4,0,8,1,4,8,40,40,2104695,2,40,80,1,0.85714286,1
4,18.0000,0,0,9,4,2,4,0,0,2104703,2,0,0,0,0.38888889,1
4,122.0000,0,9,8,1,2,3,48,0,2104869,2,0,48,0,0.43442623,1
4,155.0000,0,0,7,0,2,7,40,0,2104885,2,0,40,1,0.50967742,1
6,200.0000,6,12,10,0,5,7,0,20,2104950,2,20,20,0,0.45000000,1
1,27.0000,0,0,6,0,1,3,0,40,2105122,2,40,40,1,0.55555556,2
6,11.0000,0,0,8,1,2,10,45,0,2105148,2,0,45,1,1.00000000,1
4,98.0000,0,0,5,2,3,2,0,24,2105155,2,24,24,1,0.69387755,1
2,55.0000,0,0,5,0,1,3,43,0,2105163,2,0,43,1,1.00000000,2
4,66.0000,0,0,7,0,1,1,0,0,2105239,2,0,0,1,0.63636364,1
6,279.0000,0,37,8,2,5,7,45,0,2105254,2,0,45,1,0.76702509,1
6,133.0000,2,6,8,0,4,7,40,32,2105296,2,32,72,1,0.51879699,1
5,60.0000,0,0,8,0,2,8,0,0,2105320,2,0,0,1,0.68333333,1
4,61.0000,0,0,6,0,1,3,0,0,2105346,2,0,0,1,0.75409836,1
5,65.0000,0,1,10,1,3,8,45,20,2105361,2,20,65,0,0.49230769,1
4,22.0000,0,0,6,4,2,3,0,0,2105395,2,0,0,1,0.86363636,1
6,45.0000,0,3,8,1,4,6,40,20,2105403,2,20,60,1,0.88888889,1
4,45.0000,3,2,7,0,4,3,0,0,2105486,2,0,0,1,0.64444444,1
6,208.0000,0,10,11,3,4,8,40,30,2105502,2,30,70,1,0.84134615,1
4,6.0000,0,0,7,1,1,4,0,40,2105528,2,40,40,1,0.66666667,1
